pl_name,hostname,pl_orbper
Kepler-930 b,Kepler-930,71.4517775
Kepler-861 b,Kepler-861,3.949631375
Kepler-594 b,Kepler-594,13.64618192
Kepler-120 b,Kepler-120,6.312504
K2-280 b,K2-280,19.895268
2MASS J21252752-8138278 b,2MASS J21252752-8138278,
HD 76700 b,HD 76700,3.971
Kepler-1420 b,Kepler-1420,6.699536812
K2-73 b,K2-73,7.495692
Kepler-890 b,Kepler-890,52.75875577
Kepler-551 b,Kepler-551,12.38
GJ 649 b,GJ 649,600.1
Kepler-220 c,Kepler-220,9.034195469
Kepler-215 c,Kepler-215,14.6671927
Kepler-106 c,Kepler-106,13.57078281
Kepler-409 b,Kepler-409,68.9584
HD 142 b,HD 142,319.0
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,
K2-9 b,K2-9,18.4498
Kepler-454 c,Kepler-454,524.19
Kepler-203 d,Kepler-203,11.32975018
HD 46375 b,HD 46375,3.024
Kepler-474 b,Kepler-474,5.66066851
Kepler-1388 c,Kepler-1388,5.53608151
Kepler-647 c,Kepler-647,29.66631669
Kepler-140 c,Kepler-140,91.3525
Kepler-85 c,Kepler-85,12.51366754
Kepler-1426 b,Kepler-1426,14.2563272
Kepler-306 b,Kepler-306,4.64621076
Kepler-1609 b,Kepler-1609,114.336052
HD 95089 c,HD 95089,1785.0
Kepler-228 d,Kepler-228,11.0943544336
Kepler-346 b,Kepler-346,6.5111208568
Kepler-528 b,Kepler-528,19.7830344
HD 220689 b,HD 220689,2209.0
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,
Kepler-305 b,Kepler-305,5.487
Kepler-187 c,Kepler-187,10.64022272
Kepler-1279 b,Kepler-1279,23.4774101
Kepler-1199 b,Kepler-1199,15.04463
Kepler-127 d,Kepler-127,48.63038976
Kepler-145 b,Kepler-145,22.951
Kepler-724 b,Kepler-724,3.3149455
Kepler-1502 b,Kepler-1502,41.7084063
HD 208897 b,HD 208897,352.7
Kepler-1460 b,Kepler-1460,29.9631091244
Kepler-309 b,Kepler-309,5.9236700706
Kepler-1174 b,Kepler-1174,6.89225
Kepler-1600 c,Kepler-1600,7.298049927
Kepler-307 c,Kepler-307,13.084
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,
K2-90 b,K2-90,13.71468745
Kepler-196 c,Kepler-196,47.42693
Kepler-136 b,Kepler-136,11.5789114
Kepler-1923 b,Kepler-1923,52.60969925
Kepler-613 b,Kepler-613,
Kepler-648 b,Kepler-648,17.421149659
Kepler-51 c,Kepler-51,85.312
Kepler-1542 e,Kepler-1542,5.1011526855
HD 73534 b,HD 73534,1707.0
Kepler-971 b,Kepler-971,9.59070716
Kepler-909 b,Kepler-909,
HD 159243 c,HD 159243,248.4
Kepler-1139 b,Kepler-1139,0.813166357
Kepler-1135 b,Kepler-1135,
Kepler-1294 b,Kepler-1294,115.6879
Kepler-1752 b,Kepler-1752,56.3587987
K2-389 c,K2-389,20.851337
Kepler-868 b,Kepler-868,5.03251791
Kepler-443 b,Kepler-443,177.668663
Kepler-1632 b,Kepler-1632,
Kepler-1873 b,Kepler-1873,0.558841307
Kepler-389 c,Kepler-389,14.5123099
Kepler-1734 b,Kepler-1734,6.796850204
Kepler-344 b,Kepler-344,21.96392155
Kepler-1589 b,Kepler-1589,0.991665274
Kepler-1917 b,Kepler-1917,12.90235874
Kepler-219 d,Kepler-219,47.9035211
Kepler-1266 b,Kepler-1266,28.4752
K2-42 b,K2-42,6.6874352
Kepler-1914 b,Kepler-1914,30.8278245
Kepler-277 b,Kepler-277,17.32405491
Kepler-271 c,Kepler-271,7.410935
Kepler-162 b,Kepler-162,6.91986734
Kepler-275 d,Kepler-275,35.67449258
Kepler-1916 b,Kepler-1916,31.25429916
Kepler-1578 b,Kepler-1578,1.450889836
Kepler-948 b,Kepler-948,7.7684356
Kepler-105 c,Kepler-105,7.125944
Kepler-1599 b,Kepler-1599,122.363553
Kepler-107 b,Kepler-107,3.180024635
K2-10 b,K2-10,19.307044
K2-49 b,K2-49,2.770522
HIP 97233 b,HIP 97233,1054.0
Kepler-48 d,Kepler-48,42.89605505
Kepler-155 b,Kepler-155,5.931192939
Kepler-26 c,Kepler-26,17.25
Kepler-1402 b,Kepler-1402,2.03387914
Kepler-1596 b,Kepler-1596,66.373379
K2-336 b,K2-336,21.199
Kepler-604 b,Kepler-604,25.85515
Kepler-20 d,Kepler-20,77.6115987
Kepler-533 b,Kepler-533,28.51117196
Kepler-1118 b,Kepler-1118,38.6715075
KOI-351 g,KOI-351,210.59334066
Kepler-1094 b,Kepler-1094,78.1000231
Kepler-1862 b,Kepler-1862,16.05730057
Kepler-1469 b,Kepler-1469,21.8635301
HD 207832 b,HD 207832,160.07
Kepler-353 c,Kepler-353,
Kepler-382 c,Kepler-382,12.16281552
Kepler-175 b,Kepler-175,11.90352088
HD 192310 c,HD 192310,525.8
Kepler-1144 b,Kepler-1144,17.14647302
Kepler-60 b,Kepler-60,7.132
Kepler-346 c,Kepler-346,23.85163032
Kepler-388 c,Kepler-388,13.29706969
Kepler-1050 c,Kepler-1050,21.1284569
HD 99492 b,HD 99492,17.0431
Kepler-259 b,Kepler-259,8.11528727
KOI-351 c,KOI-351,8.71982853
Kepler-251 d,Kepler-251,30.1329298
Kepler-144 c,Kepler-144,10.104648
Kepler-580 b,Kepler-580,8.222419656
Kepler-186 d,Kepler-186,13.343025
Kepler-184 b,Kepler-184,10.687549
Kepler-303 b,Kepler-303,1.93703854
GJ 581 e,GJ 581,3.1481
Kepler-834 b,Kepler-834,13.32388301
Kepler-116 c,Kepler-116,13.071489
Kepler-1473 b,Kepler-1473,14.4273551
Kepler-1424 b,Kepler-1424,29.6091744
Kepler-355 c,Kepler-355,25.7624524
Kepler-145 b,Kepler-145,22.95036
Kepler-1310 b,Kepler-1310,0.679336272
Kepler-1324 b,Kepler-1324,4.115844679
Kepler-1012 b,Kepler-1012,5.5086102
TIC 172900988 b,TIC 172900988 Aa,200.452
Kepler-600 b,Kepler-600,23.67517607
Kepler-1528 b,Kepler-1528,1.79110997
Kepler-560 b,Kepler-560,18.47763641
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,
Kepler-1052 b,Kepler-1052,34.8538276
HD 128311 c,HD 128311,917.5
Kepler-818 b,Kepler-818,10.035381809
K2-52 b,K2-52,3.535155
Kepler-61 b,Kepler-61,59.87793639
Kepler-173 b,Kepler-173,
Kepler-965 b,Kepler-965,134.2520474
EPIC 212297394 c,EPIC 212297394,5.21378
Kepler-343 b,Kepler-343,8.96848108
Kepler-104 c,Kepler-104,23.66838592
Kepler-1633 b,Kepler-1633,186.404271
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,
Kepler-763 d,Kepler-763,6.50323791
Kepler-532 b,Kepler-532,12.92491623
Kepler-250 d,Kepler-250,17.64830992
Kepler-103 b,Kepler-103,15.9653287
Kepler-654 b,Kepler-654,13.72446
K2-3 b,K2-3,10.054626
Kepler-79 e,Kepler-79,81.0634942
Kepler-371 b,Kepler-371,34.7629923
Kepler-348 c,Kepler-348,
Kepler-1045 b,Kepler-1045,26.41073
Kepler-233 c,Kepler-233,60.418955
Kepler-222 d,Kepler-222,28.08185982
Kepler-133 b,Kepler-133,8.12997425
Kepler-30 c,Kepler-30,60.323105
Kepler-1851 b,Kepler-1851,12.02295385
Kepler-32 f,Kepler-32,0.742958836
Kepler-1201 b,Kepler-1201,15.18725932
Kepler-224 c,Kepler-224,5.925016
Kepler-1330 b,Kepler-1330,10.10769068
Kepler-645 b,Kepler-645,3.275821982
Kepler-1367 b,Kepler-1367,1.5740848284
Kepler-1012 b,Kepler-1012,5.50860439
Kepler-915 b,Kepler-915,4.59489604
Kepler-229 d,Kepler-229,41.1970874
Kepler-565 b,Kepler-565,4.243743
Kepler-957 b,Kepler-957,5.907413537
Kepler-1122 b,Kepler-1122,42.1918331
Kepler-572 b,Kepler-572,17.20522898
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,
Kepler-407 b,Kepler-407,0.6693356
KIC 10001893 b,KIC 10001893,0.2197
Kepler-24 b,Kepler-24,8.145035
Kepler-613 b,Kepler-613,15.77987604
K2-405 b,K2-405,3.435471
Kepler-259 c,Kepler-259,36.9249531
Kepler-97 b,Kepler-97,2.586639524
HD 105618 c,HD 105618,77114.07158
Kepler-1213 b,Kepler-1213,
HD 96700 b,HD 96700,8.1245
K2-167 b,K2-167,9.9785275
Kepler-1594 b,Kepler-1594,2.71603809
Kepler-1507 b,Kepler-1507,16.0506213
Kepler-920 b,Kepler-920,6.5319534308
Kepler-1308 b,Kepler-1308,2.10433534
Kepler-216 c,Kepler-216,17.40665938
Kepler-353 b,Kepler-353,5.7952971
Kepler-169 f,Kepler-169,87.0912594
HD 330075 b,HD 330075,3.38773
Kepler-194 c,Kepler-194,17.30693
Kepler-1811 b,Kepler-1811,76.421501
K2-124 b,K2-124,6.413651
Kepler-1267 b,Kepler-1267,13.0313945
Kepler-153 c,Kepler-153,
HD 81040 b,HD 81040,1001.7
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,
K2-24 c,K2-24,42.3633
Kepler-419 b,Kepler-419,69.7266406
Kepler-207 b,Kepler-207,1.611887177
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,
K2-50 b,K2-50,8.7529
Kepler-1392 b,Kepler-1392,15.1408916
Kepler-1652 b,Kepler-1652,38.09824
Kepler-553 b,Kepler-553,
Kepler-1042 b,Kepler-1042,10.13206084
Kepler-295 c,Kepler-295,21.5262958
Kepler-293 b,Kepler-293,19.2540405586
Kepler-197 d,Kepler-197,15.677
HD 82943 c,HD 82943,219.4
TYC 0434-04538-1 b,TYC 0434-04538-1,193.2
Kepler-644 b,Kepler-644,3.1739116404
Kepler-643 b,Kepler-643,16.33887888
Kepler-1512 b,Kepler-1512,20.35975749
Kepler-704 b,Kepler-704,3.76182115
K2-5 c,K2-5,10.93406
Kepler-1618 b,Kepler-1618,6.10826019
Kepler-1320 b,Kepler-1320,
K2-318 b,K2-318,7.01
Kepler-223 c,Kepler-223,9.84824649
Kepler-69 c,Kepler-69,242.4613
Kepler-126 b,Kepler-126,
Kepler-1412 b,Kepler-1412,3.6146051
Kepler-1194 b,Kepler-1194,16.22371307
Kepler-1340 b,Kepler-1340,0.665026916
Kepler-1492 b,Kepler-1492,16.75255007
Kepler-1065 c,Kepler-1065,
Kepler-1914 b,Kepler-1914,30.8278245
Kepler-1330 b,Kepler-1330,10.107674
Kepler-126 b,Kepler-126,10.495711
Kepler-315 b,Kepler-315,96.1009
Kepler-1445 b,Kepler-1445,10.6004770156
Kepler-201 b,Kepler-201,25.6721
Kepler-300 b,Kepler-300,10.44636649
Kepler-1419 b,Kepler-1419,42.5215895
Kepler-553 b,Kepler-553,4.030466786
Kepler-966 b,Kepler-966,99.7468804
Kepler-1946 b,Kepler-1946,3.035208688
Kepler-682 b,Kepler-682,12.611906672
Kepler-313 b,Kepler-313,14.9702081
Kepler-195 b,Kepler-195,8.30784498
Kepler-817 b,Kepler-817,3.99010399
Kepler-449 b,Kepler-449,12.5822799
Kepler-381 c,Kepler-381,13.39144182
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,
KOI-351 e,KOI-351,91.93933735
Kepler-967 b,Kepler-967,13.22714056
Kepler-271 b,Kepler-271,
Kepler-1206 b,Kepler-1206,1.2169935198
Kepler-366 c,Kepler-366,12.51618164
Kepler-1364 b,Kepler-1364,13.32196237
Kepler-124 d,Kepler-124,
Kepler-438 b,Kepler-438,35.23319
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,
Kepler-36 b,Kepler-36,13.84984283
HD 117207 b,HD 117207,2597.0
Kepler-1816 b,Kepler-1816,91.5009237
Kepler-79 c,Kepler-79,27.402
Kepler-1579 b,Kepler-1579,0.849906734
Kepler-1683 b,Kepler-1683,15.03353729
Kepler-810 b,Kepler-810,4.5972469747
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,
K2-19 b,K2-19,7.91952
Kepler-664 b,Kepler-664,2.525593315
Kepler-1101 b,Kepler-1101,81.3151059
Kepler-193 c,Kepler-193,50.6984448
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,
Kepler-1906 b,Kepler-1906,7.362723
Kepler-268 c,Kepler-268,83.4463335
HD 38801 b,HD 38801,696.29999
Kepler-313 b,Kepler-313,14.9702081
Kepler-348 b,Kepler-348,
Kepler-613 b,Kepler-613,15.77980122
Kepler-246 b,Kepler-246,4.601816855
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,
Kepler-292 c,Kepler-292,3.71545391
Kepler-111 c,Kepler-111,224.7782093
Kepler-482 b,Kepler-482,56.35418576
Kepler-114 b,Kepler-114,5.18856001
Kepler-1467 b,Kepler-1467,47.0569043
HD 128356 b,HD 128356,298.2
Kepler-1217 b,Kepler-1217,2.0323166376
Kepler-1125 b,Kepler-1125,17.6700642
Kepler-761 b,Kepler-761,10.12804789
Kepler-609 b,Kepler-609,6.521210666
Kepler-1374 b,Kepler-1374,10.65292573
Kepler-986 b,Kepler-986,56.4349938
Kepler-203 c,Kepler-203,5.3706385514
ups And b,ups And,4.61708
Kepler-289 c,Kepler-289,125.865402
HD 102843 b,HD 102843,3090.942
Kepler-1834 c,Kepler-1834,0.766689534
Kepler-1542 d,Kepler-1542,5.99273738
Kepler-29 b,Kepler-29,10.33974
Kepler-218 d,Kepler-218,124.5244647
Kepler-1130 c,Kepler-1130,3.266612036
Kepler-213 c,Kepler-213,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,
HD 4760 b,HD 4760,434.0
KOI-351 h,KOI-351,331.601
Kepler-1233 b,Kepler-1233,45.12638103
Kepler-223 d,Kepler-223,14.78769446
Kepler-833 b,Kepler-833,18.75463164
Kepler-1189 b,Kepler-1189,3.78858982
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,
HAT-P-44 c,HAT-P-44,872.2
Kepler-210 c,Kepler-210,7.972513
HD 190360 b,HD 190360,2892.2
Kepler-524 c,Kepler-524,1.88897906
Kepler-827 b,Kepler-827,51.92920654
HD 169830 c,HD 169830,1832.0
Kepler-197 e,Kepler-197,25.2099845
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,
Kepler-1427 b,Kepler-1427,0.968980781
Kepler-165 c,Kepler-165,15.31307
Kepler-682 b,Kepler-682,12.611904
K2-9 b,K2-9,18.44951
Kepler-942 b,Kepler-942,44.96407458
Kepler-1443 b,Kepler-1443,2.41811321
Kepler-51 b,Kepler-51,45.15530074
Kepler-973 b,Kepler-973,49.6077331
Kepler-1376 b,Kepler-1376,5.30873978
Kepler-275 b,Kepler-275,10.300682
Kepler-444 f,Kepler-444,9.74048418
Kepler-354 b,Kepler-354,5.47661312
K2-73 c,K2-73,1000.0
Kepler-1185 b,Kepler-1185,104.350819531
Kepler-295 b,Kepler-295,12.6450451
Kepler-239 b,Kepler-239,11.76305946
HAT-P-49 b,HAT-P-49,2.691548
Kepler-381 d,Kepler-381,8.256215
Kepler-267 d,Kepler-267,28.46462622
Kepler-103 b,Kepler-103,15.96532718
HD 37124 b,HD 37124,153.0
Kepler-183 c,Kepler-183,
Kepler-960 b,Kepler-960,3.12686223
Kepler-169 f,Kepler-169,87.090195
Kepler-1382 b,Kepler-1382,16.35824749
Kepler-1412 b,Kepler-1412,3.6146051
Kepler-1115 b,Kepler-1115,
Kepler-1525 b,Kepler-1525,
Kepler-390 b,Kepler-390,
Kepler-411 d,Kepler-411,58.0192007
Kepler-155 b,Kepler-155,5.9311972791
HD 81040 b,HD 81040,851.0
Kepler-1257 b,Kepler-1257,2.668313762
GJ 486 b,GJ 486,1.46712127
Kepler-75 b,Kepler-75,8.884922995
HIP 9618 b,HIP 9618,20.7724316
K2-295 b,K2-295,4.02488968
K2-32 b,K2-32,8.99218
WASP-113 b,WASP-113,4.5421687
LHS 1678 c,LHS 1678,3.69426040883
K2-155 d,K2-155,40.6835
HD 104067 b,HD 104067,55.851
WASP-92 b,WASP-92,2.1746733
TOI-2525 c,TOI-2525,49.2519
Kepler-102 e,Kepler-102,16.1456994111
Kepler-1651 b,Kepler-1651,9.87868379954
Kepler-1236 b,Kepler-1236,31.05739412
HD 141399 d,HD 141399,1074.8
Kepler-799 b,Kepler-799,133.4605235
Kepler-32 c,Kepler-32,8.7522
K2-229 b,K2-229,0.58424
Kepler-776 b,Kepler-776,4.897159726
Kepler-1374 b,Kepler-1374,10.652797
Kepler-1350 c,Kepler-1350,1.766789509
Kepler-401 d,Kepler-401,184.262741
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,
Kepler-546 b,Kepler-546,4.1470198
Kepler-999 b,Kepler-999,5.991857017
Kepler-1734 b,Kepler-1734,6.796859
Kepler-292 c,Kepler-292,3.715345
Kepler-120 c,Kepler-120,12.795
Kepler-1245 b,Kepler-1245,4.354075
Kepler-1079 b,Kepler-1079,13.24507215
Kepler-1936 b,Kepler-1936,126.557522
Kepler-171 b,Kepler-171,4.166962173
Kepler-114 d,Kepler-114,11.7761348
Kepler-1382 b,Kepler-1382,16.3583055
K2-57 b,K2-57,9.0074
Kepler-321 b,Kepler-321,4.915387067
Kepler-373 c,Kepler-373,16.726052
Kepler-324 e,Kepler-324,13.97925
Kepler-305 d,Kepler-305,16.73865956
Kepler-529 d,Kepler-529,35.86619949
Kepler-363 c,Kepler-363,7.5423836385
Kepler-312 b,Kepler-312,1.772451066
Kepler-221 b,Kepler-221,2.79589054
Kepler-740 b,Kepler-740,3.584101216
Kepler-292 f,Kepler-292,20.8342947
Kepler-276 b,Kepler-276,
Kepler-267 b,Kepler-267,3.354
K2-198 b,K2-198,17.042849
Kepler-1441 b,Kepler-1441,39.4420781
Kepler-528 b,Kepler-528,
Kepler-760 c,Kepler-760,2.46697039
K2-24 c,K2-24,42.3633
UZ For c,UZ For,1916.25
Kepler-1279 b,Kepler-1279,23.4774101
Kepler-446 b,Kepler-446,1.565409
Kepler-595 b,Kepler-595,25.302868
Kepler-996 b,Kepler-996,3.77058174
Kepler-906 b,Kepler-906,41.69831
Kepler-374 b,Kepler-374,1.897828815
Kepler-818 b,Kepler-818,10.035381809
Kepler-389 b,Kepler-389,3.2441268758
Kepler-416 b,Kepler-416,6.31943553
Kepler-798 b,Kepler-798,
Kepler-355 b,Kepler-355,11.0317307
Kepler-28 c,Kepler-28,8.9857
HD 115404 A c,HD 115404 A,15319.22517
Kepler-1447 b,Kepler-1447,56.67466525
Kepler-84 c,Kepler-84,12.88296485
Kepler-274 b,Kepler-274,
Kepler-884 b,Kepler-884,5.69919592
Kepler-1718 b,Kepler-1718,135.1898
Kepler-895 b,Kepler-895,2.806242
GJ 3470 b,GJ 3470,3.33714
WASP-98 b,WASP-98,2.9626415
Kepler-135 b,Kepler-135,
K2-195 c,K2-195,28.4707
Kepler-62 f,Kepler-62,267.283301
KIC 9663113 b,KIC 9663113,572.383277
K2-84 c,K2-84,27.8522
Kepler-1854 b,Kepler-1854,39.83101
HD 185283 b,HD 185283,4060.0
Kepler-139 b,Kepler-139,15.771019
Kepler-1530 b,Kepler-1530,2.5904434
Kepler-472 b,Kepler-472,4.1762599
Kepler-582 b,Kepler-582,18.4923543014
HD 73344 b,HD 73344,15.611
Kepler-750 c,Kepler-750,4.08899022
Kepler-247 c,Kepler-247,9.439460801
UZ For b,UZ For,5840.0
Kepler-1600 b,Kepler-1600,386.370512
ups And c,ups And,241.223
Kepler-1142 b,Kepler-1142,18.3027235
HD 216770 b,HD 216770,118.45
Kepler-332 d,Kepler-332,34.2115022
Kepler-975 b,Kepler-975,1.970342457
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,
Kepler-1316 b,Kepler-1316,87.9732136
Kepler-1095 b,Kepler-1095,4.27103091
Kepler-1245 c,Kepler-1245,2.936584681
Kepler-122 f,Kepler-122,
Kepler-122 f,Kepler-122,56.2587885
Kepler-293 c,Kepler-293,54.1561078
K2-273 b,K2-273,11.716332
Kepler-235 e,Kepler-235,46.1842039
Kepler-277 b,Kepler-277,17.32417247
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,
Kepler-1146 b,Kepler-1146,2.352265797
K2-345 b,K2-345,10.367437
Kepler-1466 b,Kepler-1466,31.1750448
Kepler-865 b,Kepler-865,14.16400071
Kepler-23 c,Kepler-23,10.74242766
Kepler-165 b,Kepler-165,8.1808612641
Kepler-238 e,Kepler-238,23.65368621
Kepler-1763 b,Kepler-1763,1.480280588
K2-189 b,K2-189,2.588309
Kepler-27 c,Kepler-27,31.33
Kepler-83 b,Kepler-83,9.77058983
Kepler-217 b,Kepler-217,5.37490067
Kepler-265 d,Kepler-265,43.1308082
Kepler-1463 b,Kepler-1463,25.1593389
Kepler-291 c,Kepler-291,
Kepler-326 d,Kepler-326,6.766912
Kepler-291 b,Kepler-291,3.54653414
Kepler-1165 b,Kepler-1165,9.47850818
Kepler-559 b,Kepler-559,17.587568
Kepler-370 b,Kepler-370,4.57948235
Kepler-30 b,Kepler-30,29.32011657
Kepler-1729 b,Kepler-1729,4.220967148
Kepler-1921 c,Kepler-1921,3.15722086
Kepler-937 b,Kepler-937,67.6695167903
Kepler-954 b,Kepler-954,16.78175788
Kepler-159 c,Kepler-159,43.58258676
Kepler-49 b,Kepler-49,7.203850636
Kepler-1209 b,Kepler-1209,25.3690868
Kepler-319 d,Kepler-319,31.781925
Kepler-262 c,Kepler-262,
Kepler-601 b,Kepler-601,5.378868441
KOI-1783.01,KOI-1783,134.4786723
Kepler-164 d,Kepler-164,28.9869016
Kepler-294 c,Kepler-294,
Kepler-80 c,Kepler-80,9.521644639
Kepler-194 b,Kepler-194,2.092282
Kepler-253 c,Kepler-253,10.2820341549
Kepler-1365 c,Kepler-1365,4.77468005
TOI-4443.01,TOI-4443,1.8498567
Kepler-679 b,Kepler-679,12.39356589
Kepler-1022 b,Kepler-1022,10.99469878
Kepler-1093 c,Kepler-1093,89.722292
Kepler-1395 b,Kepler-1395,3.78470649
Kepler-1499 b,Kepler-1499,44.2018402
Kepler-525 b,Kepler-525,18.6841221693
Kepler-1931 b,Kepler-1931,38.5760994
Kepler-207 d,Kepler-207,
Kepler-1486 b,Kepler-1486,54.6495759
Kepler-330 c,Kepler-330,15.95545002
TOI-5319 b,TOI-5319,4.0785273
Kepler-380 c,Kepler-380,7.6300293882
Kepler-51 b,Kepler-51,45.155503
Kepler-1048 b,Kepler-1048,6.9210327734
Kepler-1115 b,Kepler-1115,23.5540725
Kepler-820 b,Kepler-820,127.8334997
Kepler-265 b,Kepler-265,6.84619299
Kepler-262 b,Kepler-262,13.06076688
Kepler-790 b,Kepler-790,13.73469807
Kepler-309 b,Kepler-309,
Kepler-991 b,Kepler-991,
Kepler-440 b,Kepler-440,101.11
Kepler-269 c,Kepler-269,8.1281
Kepler-1062 b,Kepler-1062,9.30414969
Kepler-304 c,Kepler-304,5.3159475803
KOI-984 b,KOI-984,4.28816271
Kepler-192 b,Kepler-192,9.9267225625
DH Tau b,DH Tau,
Kepler-1351 b,Kepler-1351,0.916140768
K2-116 b,K2-116,4.6556782
HD 97037 b,HD 97037,6449.08337
Kepler-1175 b,Kepler-1175,37.94523
Kepler-1814 c,Kepler-1814,0.626281766
K2-170 b,K2-170,7.5767206
YZ Cet b,YZ Cet,1.96876
Kepler-944 b,Kepler-944,43.3167737
Kepler-126 d,Kepler-126,100.2834
Kepler-1453 b,Kepler-1453,47.1607932
Kepler-270 c,Kepler-270,25.262887
HIP 14810 d,HIP 14810,981.8
Kepler-1428 b,Kepler-1428,
HD 48265 b,HD 48265,762.0
Kepler-112 c,Kepler-112,28.5742649
Kepler-1769 b,Kepler-1769,89.19354375
Kepler-1500 b,Kepler-1500,15.0327550511
Kepler-1692 b,Kepler-1692,5.95960845
Kepler-1121 b,Kepler-1121,13.15141081
Kepler-1815 b,Kepler-1815,12.191471
Kepler-58 b,Kepler-58,10.21866016
Kepler-1641 b,Kepler-1641,19.672266
Kepler-733 b,Kepler-733,
Kepler-1702 b,Kepler-1702,18.5010197
Kepler-802 b,Kepler-802,40.0587473
Kepler-658 b,Kepler-658,1.2870749
Kepler-404 b,Kepler-404,11.8288843
Kepler-444 e,Kepler-444,7.74347614
Kepler-913 c,Kepler-913,5.93919041
HD 34445 f,HD 34445,676.8
CoRoT-21 b,CoRoT-21,2.72474
Kepler-502 b,Kepler-502,
Kepler-1704 b,Kepler-1704,988.8811177
Kepler-1625 b,Kepler-1625,287.378949
Kepler-230 b,Kepler-230,32.62882975
Kepler-1301 b,Kepler-1301,9.08233411
Kepler-151 c,Kepler-151,24.67464211
Kepler-312 b,Kepler-312,1.772451066
Kepler-32 b,Kepler-32,5.9012
Kepler-677 b,Kepler-677,6.575315881
K2-335 b,K2-335,12.283211
Kepler-117 c,Kepler-117,50.790391
Kepler-711 b,Kepler-711,
Kepler-770 d,Kepler-770,4.15246118
Kepler-313 b,Kepler-313,14.9703985395
Kepler-1121 b,Kepler-1121,
Kepler-633 b,Kepler-633,8.50340718
KIC 10001893 d,KIC 10001893,0.81161
Kepler-36 b,Kepler-36,13.849846
HATS-34 b,HATS-34,2.106161
HATS-35 b,HATS-35,1.82100088
Kepler-79 d,Kepler-79,52.09080482
Kepler-1685 b,Kepler-1685,20.4905
Kepler-1990 c,Kepler-1990,4.06844201
Kepler-920 b,Kepler-920,6.53194024
Kepler-440 b,Kepler-440,101.1114976
Kepler-1436 b,Kepler-1436,9.70542
Kepler-501 b,Kepler-501,5.640677572
Kepler-1750 b,Kepler-1750,205.912735
Kepler-272 d,Kepler-272,10.93725572
Kepler-464 b,Kepler-464,7.256962446
HD 28185 b,HD 28185,385.9
Kepler-57 c,Kepler-57,11.609
Kepler-245 b,Kepler-245,7.49018305
Kepler-260 c,Kepler-260,76.0506874693
MWC 758 c,MWC 758,
Kepler-1311 d,Kepler-1311,197.5107678
Kepler-281 b,Kepler-281,14.64627064
Kepler-1485 b,Kepler-1485,19.9157725
Kepler-228 d,Kepler-228,11.094286
Kepler-1359 b,Kepler-1359,59.49786
Kepler-431 c,Kepler-431,8.70337044
TOI-3523 A b,TOI-3523 A,2.304583
TOI-411 b,HD 22946,4.040301
K2-271 b,K2-271,8.562
Kepler-953 c,Kepler-953,9.10967112
Kepler-91 b,Kepler-91,6.24658
LTT 3780 b,LTT 3780,0.76837931
Kepler-63 b,Kepler-63,9.43415263
K2-138 d,K2-138,5.405362
Kepler-318 c,Kepler-318,11.8150174
Kepler-44 b,Kepler-44,3.2467293
TOI-663 d,TOI-663,7.10247485855
TOI-3235 b,TOI-3235,2.59261842
TOI-2443 b,TOI-2443,15.669494
TOI-2081 b,TOI-2081,10.50543617136
Kepler-102 c,Kepler-102,
WASP-98 b,WASP-98,2.96264133
TOI-1347 b,TOI-1347,0.84742180175
KOI-94 d,KOI-94,22.342969585
K2-346 b,K2-346,26.198
K2-199 c,K2-199,7.374497
HAT-P-60 b,HAT-P-60,4.7947813
Kepler-63 b,Kepler-63,9.4341577
HD 63433 b,HD 63433,7.107939
HATS-60 b,HATS-60,3.5608112
TOI-500 e,TOI-500,61.3
TOI-5542 b,TOI-5542,75.1247037
TOI-2641 b,TOI-2641,4.880974
Kepler-151 b,Kepler-151,15.228958
L 98-59 b,L 98-59,2.2531136
TOI-251 b,TOI-251,4.93772273227
HATS-9 b,HATS-9,1.9153073
TRAPPIST-1 h,TRAPPIST-1,
Gliese 12 b,Gliese 12,12.76142
TOI-1680 b,TOI-1680,4.8026345
K2-353 b,K2-353,15.466805
TOI-3362 b,TOI-3362,18.09547
Kepler-1533 b,Kepler-1533,308.5471
