PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id,frame_hash
166377,00 03 41.4,+70 36 45,G,Sc,0.73,0.21,87.0,IRAS00010+7019,-732329599011605221,5370463594308353290
825468,00 03 41.4,-21 39 18,G,0,0.59,0.28,84.0,0,-8980585482223462742,3434380028472172403
2386682,00 03 41.5,+51 00 22,G,0,0.46,0.07,92.0,0,-8991632271187970217,3161121233640222703
2059689,00 03 41.6,+35 07 08,G,0,0.53,0.18,180.0,0,355466688326931312,-6186762718881004504
901920,00 03 41.7,-16 08 32,G,0,0.46,0.2,14.0,0,115104391326622727,4309916749026588998
1209274,00 03 41.8,+01 53 28,G,0,0.46,0.12,45.0,0,8521633239396996124,-542542428454557913
850373,00 03 41.8,-19 47 46,G,0,0.6,0.34,179.0,0,-7344258114796402689,4291481162353045408
236907,00 03 41.9,-77 15 48,G,0,0.57,0.52,44.0,0,424502677924597756,-67165929407153225
3088715,00 03 41.9,+34 00 45,G,0,0.0,0.0,0.0,NPM1G+33.0001,3067279171255401925,-2482232488053311859
1926627,00 03 41.9,+30 59 16,G,0,0.52,0.16,61.0,0,6102628249735095432,549446182086303429
490967,00 03 41.9,-48 07 33,G,0,0.58,0.13,101.0,0,-7765987739199086631,1401844983583071127
782692,00 03 42.1,-25 05 55,G,0,0.49,0.4,128.0,0,3682301503683529893,6767000882012404369
492239,00 03 42.2,-48 01 47,G,0,0.6,0.35,176.0,0,-5131162498559934731,-499429755884807463
551124,00 03 42.2,-43 14 55,G,0,0.49,0.21,133.0,0,3505442284388615164,3311193789929425495
1617911,00 03 42.2,+20 08 46,G,0,0.41,0.03,0.0,0,7303535119863266757,864466880181718104
2794871,00 03 42.3,-39 48 20,G,0,0.0,0.0,0.0,0,-3464364304005157924,4026139730837797778
413450,00 03 42.4,-55 01 45,G,0,0.71,0.4,166.0,0,-2052156673044442400,-6362173040819446945
746144,00 03 42.4,-28 04 35,G,0,0.47,0.12,15.0,0,-1042597827943726454,-1334115533293471464
488187,00 03 42.4,-48 21 38,G,0,0.41,0.18,7.0,0,1881723909806871434,2586839666651610201
1377873,00 03 42.5,+10 19 30,G,0,0.43,0.18,92.0,0,5243949524793037398,4177655865451343133
1737065,00 03 42.5,+25 27 10,G,0,0.45,0.17,78.0,0,7020766605888025321,-7509221847634061800
254,00 03 42.8,+25 58 01,G,0,0.64,0.13,19.0,IVZw5                 NPM1G+25.0001,8769842308333396691,5254082912741682690
632205,00 03 42.8,-36 49 20,G,0,0.62,0.13,94.0,0,6712433834742588852,4505247302149616883
2822031,00 03 42.9,-11 51 49,G,0,0.0,0.0,0.0,MRC0001-121,-9160709183814170080,-5023379251105844976
593987,00 03 42.9,-39 47 44,G,0,0.48,0.11,80.0,0,-8745816612431211111,-8971575097229897726
414626,00 03 42.9,-54 54 36,G,0,0.36,0.14,32.0,0,2126905787276143857,490075606289820827
327787,00 03 42.9,-63 55 46,G,0,0.61,0.11,66.0,0,-1400921838415354501,-6732622391172277070
741866,00 03 43.1,-28 25 21,G,0,0.55,0.07,113.0,0,-4806603446963770361,8977383110966564301
763605,00 03 43.1,-26 48 29,G,0,0.36,0.14,12.0,0,-1434986713051114444,-841104338817374298
1200043,00 03 43.1,+01 36 20,G,0,0.37,0.1,131.0,0,-1761870922175445464,-6060525166170180235
255,00 03 43.1,+15 13 06,G,Sm,1.39,0.15,0.0,UGC17                 MCG2-01-017           DDO222                [RC2]A0001+14,4620386793964126952,-6217388224823006124
2441349,00 03 43.2,+53 26 51,G,0,0.42,0.14,173.0,0,3610802880448425380,4693417693398488973
868137,00 03 43.2,-18 26 22,G,0,0.57,0.42,74.0,0,6323228635490991684,-4717471073935125674
496804,00 03 43.3,-47 43 19,G,0,0.35,0.12,92.0,0,-7772976531025804206,-8193854140903401771
1054925,00 03 43.4,-04 40 40,G,0,0.38,0.07,84.0,0,-4865605582177078658,-6210766721082365197
613160,00 03 43.4,-38 05 39,G,0,0.6,0.5,88.0,0,9208853336561176833,-5677911588993888324
543168,00 03 43.4,-43 53 58,G,0,0.35,0.11,141.0,0,7346215582997117772,4654000965864385135
1997732,00 03 43.4,+32 27 17,G,0,0.51,0.13,31.0,0,-3538990289866405942,-299308834120552374
256,00 03 43.5,-83 24 40,G,Sbc,0.91,0.52,163.0,ESO2-2,3141943110917822381,-8986947764741666589
436185,00 03 43.6,-52 57 27,G,0,0.42,0.27,75.0,0,-2354150491296176891,2077110332939434485
839659,00 03 43.7,-20 35 00,G,0,0.42,0.1,116.0,0,4012422531588452789,-1154508155992258262
516040,00 03 43.7,-46 21 09,G,0,0.45,0.25,3.0,0,7986623465305967320,-6954836912750627989
604309,00 03 43.7,-38 52 06,G,0,0.43,0.22,120.0,0,-3758049314588209323,-4524237257865701478
450891,00 03 43.8,-51 56 05,G,0,0.54,0.12,157.0,0,-7865565372478841275,-1491982607540464965
2765870,00 03 43.8,+75 01 28,G,0,0.53,0.42,175.0,0,5959148302806888291,8266542527756463644
143247,00 03 43.8,-19 01 28,G,0,0.57,0.26,58.0,0,-8872224210275228094,-5263733890486066725
1988348,00 03 43.9,+32 15 23,G,0,0.57,0.16,135.0,0,-7660314511799829090,3421083286618888831
776183,00 03 43.9,-25 41 09,G,0,0.34,0.07,168.0,0,6055578076837659067,2004195204650769753
1001255,00 03 43.9,-08 37 42,G,0,0.76,0.28,67.0,NPM1G-08.0001,8824639079635819839,-1247979200035492733
868270,00 03 43.9,-18 25 42,G,0,0.5,0.4,50.0,0,-3771516773833815361,-2163902125659527054
732447,00 03 44.0,-29 10 31,G,0,0.56,0.44,109.0,0,7128463520056025262,6729280653787253653
257,00 03 44.0,+28 33 22,G,Sc,0.73,0.35,144.0,KUG0001+28201,-7828658709474427451,-4208772262265866838
1235170,00 03 44.1,+02 42 16,G,0,0.48,0.04,0.0,0,-3196864166375125429,7501752323990156486
1268820,00 03 44.2,+04 28 57,G,0,0.82,0.12,122.0,0,1313929570339371504,-6327748387272988785
393027,00 03 44.2,-57 10 57,G,0,0.58,0.4,22.0,0,3604417851435153166,4113206027351413846
517067,00 03 44.2,-46 15 42,G,0,0.31,0.06,90.0,0,6942408465326115633,-4997600579105015994
792327,00 03 44.2,-24 13 07,G,0,0.32,0.07,120.0,0,-3635142995388753524,-1518170742029551890
435142,00 03 44.2,-53 01 55,G,0,0.74,0.41,46.0,0,8138241332403261653,3649922561448426599
259,00 03 44.2,+16 11 13,G,0,0.7,0.19,0.0,CGCG456-27,-5057080436415621144,-4468866921666164715
977643,00 03 44.3,-10 28 55,G,0,0.55,0.49,123.0,0,-6538123529846281633,-7674835317428165857
1376458,00 03 44.3,+10 13 33,G,0,0.33,0.07,104.0,0,-8360259049945846301,2935083315084112964
409667,00 03 44.3,-55 24 41,G,0,0.49,0.06,55.0,0,-773105331503045807,2781026129138478310
501082,00 03 44.5,-47 27 27,G,0,0.4,0.2,174.0,0,8154221118487686414,5530856453848303286
1893913,00 03 44.5,+30 11 32,G,0,0.61,0.52,29.0,0,1826119870879376756,-9064031659967849215
1960532,00 03 44.5,+31 42 48,G,0,0.58,0.25,113.0,0,-1028002815516439239,375076602823179922
415306,00 03 44.6,-54 50 22,G,0,0.52,0.31,173.0,0,941260078923470905,-5792874095164690660
1812447,00 03 44.6,+27 35 10,G,0,0.61,0.14,117.0,0,-2187099197602796470,-2215586130542717761
676180,00 03 44.7,-33 27 08,G,0,0.7,0.3,41.0,0,2241236855682358885,8576847626348404223
107668,00 03 44.8,-38 06 53,G,0,0.42,0.2,106.0,LCRSB000111.6-382336,7576385980150964183,-1994053784414926445
924674,00 03 44.8,-14 25 57,G,0,0.43,0.21,113.0,0,8600081705355778477,6243359675937699361
258,00 03 44.8,+04 17 57,G,Sab,1.06,0.63,62.0,UGC15                 MCG1-01-017,3552625951879583882,-8710658015904072608
1234368,00 03 44.9,+02 40 36,G,0,0.65,0.13,76.0,0,2267682640404549696,-3392744939860956368
1048407,00 03 44.9,-05 10 02,G,0,0.39,0.16,110.0,0,2895870333811614059,-8035993055787920456
134643,00 03 44.9,-20 47 57,G,Irr,0.81,0.11,179.0,0,4089068257294216556,-988342430466527554
891973,00 03 45.0,-16 53 46,G,0,0.33,0.08,82.0,0,-7146541117912990707,-466503944859134427
266,00 03 45.2,-14 41 41,G,Sc,0.89,0.22,98.0,MCG-3-01-016,7121390022172222145,-1889455519613913189
2822033,00 03 45.2,-11 08 21,G,0,0.0,0.0,0.0,MRC0001-114,-1577134455501253346,4169741961769479512
267493,00 03 45.2,-71 43 49,G,0,0.42,0.1,57.0,0,-5473756806576738949,-8287763081502938244
442060,00 03 45.2,-52 33 47,G,0,0.45,0.32,18.0,0,-3127457157576138926,7739882501586500553
1988154,00 03 45.2,+32 15 10,G,0,0.53,0.26,127.0,0,3267595990707626757,-4939856243461924677
253,00 03 45.2,+24 36 58,G,0,0.44,0.11,18.0,IVZw4,-8329184476883186190,8492495044750220695
1272624,00 03 45.3,+04 44 34,G,0,0.74,0.11,115.0,NPM1G+04.0003,5216309106116476515,-7901470053223496138
450471,00 03 45.3,-51 57 55,G,0,0.48,0.12,50.0,0,1420591816396285318,8172653949438941019
912322,00 03 45.3,-15 21 19,G,0,0.63,0.26,137.0,NPM1G-15.0001,-4678022058282074679,-8515902529137782000
435117,00 03 45.4,-53 02 00,G,0,0.68,0.18,113.0,0,2248179860560440671,1909534714114130767
866345,00 03 45.4,-18 34 59,G,0,0.64,0.51,26.0,0,1206571057284574585,3729915472552485914
1010620,00 03 45.4,-07 56 29,G,0,0.45,0.13,23.0,0,-884403933976161067,-6269842952952733075
401310,00 03 45.5,-56 17 50,G,0,0.43,0.11,107.0,0,9127635510974445893,-513920888786863643
805237,00 03 45.5,-23 04 20,G,0,0.42,0.05,8.0,0,2702060530421554512,7266046705774452189
1724345,00 03 45.8,+25 03 49,G,0,0.62,0.2,130.0,0,7462757088028981081,5287863674069809560
436004,00 03 45.9,-52 58 15,G,0,0.62,0.7,83.0,0,-4613653055244405755,3740121490959708451
701671,00 03 45.9,-31 44 21,G,0,0.36,0.06,169.0,0,-8708825698847886593,5964272061043924855
433120,00 03 45.9,-53 10 44,G,0,0.53,0.11,80.0,0,-440709636308289867,-9167476799619566132
1856959,00 03 45.9,+29 08 31,G,0,0.45,0.08,46.0,0,5644758479859337567,-3001310284373941569
128401,00 03 45.9,-55 49 06,G,Sc,0.76,0.08,48.0,0,6752661218104683260,5575543030221576846
521795,00 03 45.9,-45 52 19,G,0,0.48,0.2,176.0,0,-5488607652518340476,4047437882933910642
706193,00 03 46.0,-31 21 06,G,0,0.42,0.24,23.0,0,-2915850539531211993,6400241332487596911
1051396,00 03 46.0,-04 56 41,G,0,0.63,0.26,67.0,0,4467350939689875979,-2762727483738792300
1177351,00 03 46.0,+00 51 17,G,0,0.53,0.17,95.0,0,-4574664646746456645,8588565336181461792
1363761,00 03 46.1,+09 20 40,G,0,0.74,0.12,141.0,NPM1G+09.0002,-7504282547158196461,6298998704728208969
964138,00 03 46.2,-11 34 33,G,0,0.42,0.17,143.0,0,-5070512815148561304,1318727636944896187
709311,00 03 46.2,-31 05 25,G,0,0.42,0.16,159.0,0,2248328219455189264,8984457864146452012
1358881,00 03 46.2,+09 03 43,G,0,0.53,0.07,172.0,0,-100065720068253055,4543690147766870798
901091,00 03 46.3,-16 12 32,G,0,0.71,0.49,161.0,0,-2620455364248867208,-2271699876110302331
483841,00 03 46.3,-48 46 34,G,0,0.52,0.47,48.0,0,-9142359903716155539,-5620926535132424238
2334311,00 03 46.3,+49 07 48,G,0,0.37,0.11,94.0,0,-6427363408140084373,-3160293769121328729
585623,00 03 46.4,-40 30 23,G,0,0.57,0.28,165.0,0,-7929547570960677839,4272585962556600620
486850,00 03 46.4,-48 29 40,G,0,0.45,0.14,60.0,0,-2041338835280942118,-8678524456632535597
73218,00 03 46.4,-54 34 34,G,E-SO,0.72,0.22,120.0,IRAS00012-5451,-2950225448964236775,8651892639890679468
2384139,00 03 46.4,+50 52 56,G,0,0.67,0.05,13.0,NPM1G+50.0001,-6331155927862225362,-5220924865867832259
925185,00 03 46.4,-14 23 31,G,0,0.38,0.19,86.0,0,2000281524576851185,6961045444610566400
762660,00 03 46.4,-26 53 10,G,0,0.53,0.29,131.0,0,-4825405791949218384,-1810483383023926005
1159554,00 03 46.6,+00 11 52,G,0,0.36,0.04,0.0,0,-7381865574394990778,3481973239221050647
128400,00 03 46.7,-55 14 19,G,Sc,0.86,0.36,70.0,0,6275479926511989774,-6851183452510487677
591908,00 03 46.7,-39 57 58,G,0,0.53,0.33,44.0,0,3404091286097837450,-5920958940337354617
412459,00 03 46.8,-55 07 39,G,0,0.53,0.34,46.0,0,-4118629326518157327,8811019114495644798
407619,00 03 46.8,-55 36 48,G,0,0.42,0.16,128.0,0,-2321152706027300122,-1705489649237082661
691551,00 03 47.0,-32 27 23,G,0,0.55,0.29,137.0,0,406735037737290941,-6996303509391033477
1152823,00 03 47.0,-00 03 51,G,0,0.66,0.61,25.0,0,-6559579126765645051,1375956157665744155
95381,00 03 47.2,-54 34 57,G,E-SO,0.72,0.23,111.0,0,401042413411169995,1904518846207487366
1263619,00 03 47.2,+04 06 35,G,0,0.68,0.11,16.0,0,806199929310315680,6928000648811789653
1213223,00 03 47.2,+02 00 54,G,0,0.4,0.16,112.0,0,3623551006322673490,5456310065701117181
422720,00 03 47.3,-54 06 52,G,0,0.39,0.16,53.0,0,8831964159318079758,8751901463617180788
1653127,00 03 47.3,+21 35 11,G,0,0.38,0.08,79.0,0,748441182385620435,-3346856167123483825
2794872,00 03 47.3,-39 39 27,G,0,0.0,0.0,0.0,0,3989201152537255903,3182985971347633772
682404,00 03 47.4,-33 00 46,G,0,0.69,0.45,5.0,0,-3859019511803610807,-6213321237516271651
86781,00 03 47.5,+31 20 38,G,0,0.0,0.0,0.0,0,1186057203461623426,8221641304481526220
134603,00 03 47.5,-18 26 42,G,Sc,0.83,0.3,177.0,0,-4853670959583355047,-4754453831639978894
751214,00 03 47.6,-27 41 32,G,0,0.39,0.2,101.0,0,228149222809714626,6305938612149640717
859635,00 03 47.6,-19 06 37,G,0,0.48,0.19,22.0,0,8200781946868962692,3731542005315046407
2284774,00 03 47.7,+46 39 00,G,0,0.37,0.18,52.0,0,-6429049766550658330,6675240112793953517
236713,00 03 47.7,-77 18 41,G,0,0.48,0.21,137.0,0,6863482808192056979,32256442269849011
631160,00 03 47.7,-36 54 08,G,0,0.45,0.33,151.0,0,-1871192366187652595,2390670344852425229
1059854,00 03 47.7,-04 19 21,G,0,0.67,0.22,85.0,0,7795238561824623017,-3553557640876407070
788007,00 03 47.7,-24 37 01,G,0,0.58,0.2,40.0,0,-7578524082193140322,2416036324849849170
2430291,00 03 47.8,+53 02 30,G,0,0.47,0.16,54.0,0,-1360354499028039993,-2939752050923078933
2799426,00 03 47.9,-34 38 05,G,0,0.0,0.0,0.0,0,2457825315548225678,-6137983496912827804
2822034,00 03 48.0,-23 29 40,G,0,0.0,0.0,0.0,MRC0001-237,551175488106541448,-3992156138433642133
1256916,00 03 48.0,+03 41 28,G,0,0.61,0.28,15.0,0,-540800402363712152,4845359307724595881
143249,00 03 48.1,-43 04 24,G,0,0.65,0.16,108.0,0,-9025611956275520090,6415490423479765627
857677,00 03 48.1,-19 15 41,G,0,0.42,0.27,61.0,0,-2488534963426739445,-1311042014644746728
1679963,00 03 48.2,+23 01 01,G,0,0.49,0.25,118.0,0,-4102770962567374345,3749568782232444243
582344,00 03 48.5,-40 47 56,G,0,0.47,0.13,115.0,0,1643047441154888412,-4553137696901201393
742472,00 03 48.5,-28 22 19,G,0,0.41,0.05,0.0,0,8382714158644796171,-9219007555335800473
262,00 03 48.5,-43 37 07,G,Sc,0.93,0.06,10.0,FAIRALL628,-503463822999513950,7931896640598697651
659159,00 03 48.6,-34 40 00,G,0,0.5,0.16,138.0,0,6370519759722948240,-5266770296395970854
562746,00 03 48.6,-42 30 18,G,0,0.48,0.35,17.0,0,2641382745030631636,-644297046436103918
233160,00 03 48.6,-78 17 01,G,0,0.57,0.4,163.0,0,4668369664642038047,-2825972983849226221
1225258,00 03 48.6,+02 23 12,G,0,0.41,0.09,76.0,0,-1338305131230767619,8106947014973021134
957026,00 03 48.7,-12 08 53,G,0,0.54,0.19,103.0,0,106495276814628036,2895927742793784167
770570,00 03 48.8,-26 11 03,G,0,0.64,0.44,92.0,0,-6250087312541322837,110411745382894101
263,00 03 48.9,+07 28 47,G,Sbc,1.22,0.04,0.0,NGC7816               UGC16                 MCG1-01-018           CGCG408-18            IRAS00012+0712,3748848649161654607,4618935862713608616
2132397,00 03 48.9,+38 37 59,G,0,0.36,0.05,0.0,0,-8711153489346444064,2858051125325334411
934058,00 03 48.9,-13 43 45,G,0,0.39,0.16,157.0,0,6692669076325665238,-814166526866616659
895032,00 03 49.0,-16 41 01,G,0,0.85,0.62,34.0,0,3726013215711671147,5283417224993422746
619418,00 03 49.0,-37 40 39,G,0,0.49,0.23,124.0,0,705916460315035413,-4849274602906194896
138075,00 03 49.0,+02 03 15,G,0,0.48,0.12,42.0,0,997618408006827234,-7289988770163579468
913149,00 03 49.1,-15 17 34,G,0,0.51,0.07,106.0,0,-3854721160289334729,8092991635497976751
1038118,00 03 49.2,-05 59 06,G,0,0.48,0.2,14.0,0,-537414275313930248,-837603605372862599
1345747,00 03 49.3,+08 22 58,G,0,0.55,0.16,66.0,0,692051594551669611,5562218986335404659
575635,00 03 49.3,-41 26 24,G,0,0.66,0.44,121.0,0,-5606467915706094686,-5417899049534914201
451239,00 03 49.3,-51 54 26,G,0,0.37,0.17,34.0,0,-7237317031238587334,5447969670669793475
264,00 03 49.3,-57 21 46,G,0,0.75,0.29,57.0,FAIRALL151,565615799948699579,9074856234798599439
170485,00 03 49.4,-69 59 00,G,0,0.88,0.24,57.0,0,-4009789186261975877,2212010920440072243
794756,00 03 49.4,-23 59 44,G,0,0.44,0.29,147.0,0,-1928664532427843587,5278730050667321885
1541853,00 03 49.4,+17 47 38,G,0,0.36,0.05,117.0,0,9058476479733626863,-8619537641800643006
396804,00 03 49.4,-56 49 42,G,0,0.49,0.33,174.0,0,7193273229102202318,-1484708080237293744
1416409,00 03 49.4,+12 47 58,G,0,0.59,0.45,29.0,0,-1716567207277997476,-9025781984499876593
288638,00 03 49.5,-68 05 06,G,0,0.41,0.08,143.0,0,-3232550927247098157,-669486019302837260
1216365,00 03 49.5,+02 06 50,G,0,0.32,0.05,0.0,0,2239586448438752480,-5601453038251688514
1630092,00 03 49.5,+20 32 17,G,0,0.76,0.16,112.0,0,-3975826928253098846,6529468938490702718
426119,00 03 49.6,-53 47 29,G,0,0.36,0.05,162.0,0,-8052591117796633774,9126868839453046339
598730,00 03 49.6,-39 23 14,G,0,0.37,0.09,28.0,0,-1710151408989052211,4068323829480392022
2103233,00 03 49.6,+37 32 21,G,0,0.52,0.33,45.0,0,2065866147055547336,-9165609674395516571
1181223,00 03 49.7,+00 59 29,G,0,0.4,0.22,95.0,0,1774990475797734205,7518733341906318601
1214930,00 03 49.7,+02 04 00,G,0,0.93,0.25,160.0,0,7152577417099958455,-7714820881681441605
757437,00 03 49.7,-27 16 13,G,0,0.52,0.47,120.0,0,-2563282795417604660,-6906665933329070827
260,00 03 49.8,+24 35 30,G,0,0.0,0.0,0.0,0,-6475265103205089281,-4618085053891815603
701284,00 03 49.8,-31 46 15,G,0,0.46,0.34,57.0,0,4933020046018736526,-1638402894867346368
400712,00 03 50.2,-56 22 06,G,0,0.49,0.31,52.0,0,4502494470978347930,5025655578766799400
746791,00 03 50.3,-28 01 24,G,0,0.35,0.06,168.0,0,1079025084106481233,-1309670502835995697
1909867,00 03 50.3,+30 35 29,G,0,0.56,0.42,22.0,0,1185119239721609313,8075708428897126145
2112766,00 03 50.3,+37 54 35,G,0,0.46,0.05,93.0,0,3385241753147065180,-388331916070392522
795152,00 03 50.4,-23 57 25,G,0,0.48,0.34,28.0,0,-5087992611458703301,-3860141610466743794
746879,00 03 50.7,-28 00 56,G,0,0.5,0.17,129.0,0,-8843455776999298466,1921309490597733605
486834,00 03 50.8,-48 29 44,G,0,0.64,0.69,141.0,0,-3415756366947308079,7012601310745827347
878616,00 03 50.8,-17 43 09,G,0,0.61,0.28,159.0,0,-2729260071998259918,-5418415453445110649
543441,00 03 50.9,-43 52 45,G,0,0.37,0.11,48.0,0,5578771134222787517,8617177028630035365
628931,00 03 51.0,-37 03 41,G,0,0.38,0.09,78.0,0,892858486513196764,-6040515257752401039
741374,00 03 51.0,-28 27 46,G,0,0.58,0.19,89.0,0,-9212463884481115750,1616089204271635367
107669,00 03 51.0,-38 57 28,G,0,0.44,0.09,142.0,LCRSB000118.0-391411,3946364323426297672,4594301985424694629
536397,00 03 51.0,-44 31 23,G,0,0.44,0.03,0.0,0,4792799919310502952,1921393601191020753
973478,00 03 51.1,-10 48 39,G,0,0.35,0.06,103.0,0,-6033176394420443874,-5917897981616367792
2749151,00 03 51.2,+72 21 54,G,0,0.49,0.16,48.0,0,2887641279527783919,-5249180200255347673
706131,00 03 51.3,-31 21 23,G,0,0.39,0.21,104.0,0,4275659033283265916,5907158065537636652
634556,00 03 51.3,-36 37 40,G,0,0.54,0.48,71.0,0,3017208725656742303,-8687359405343026654
198774,00 03 51.3,-27 54 42,G,0,0.68,0.13,39.0,DUKST409-45,-3517767616288683782,2818019449180111135
872909,00 03 51.3,-18 05 26,G,0,0.52,0.13,61.0,0,-3146400956108544424,5598218726359947828
570172,00 03 51.4,-41 56 39,G,0,0.5,0.18,20.0,0,3234758454954834563,-8221173276740412111
270,00 03 51.4,+51 43 37,GM,0,0.84,0.16,118.0,MCG9-01-003           (VZw1)                NPM1G+51.0003,-6760602026335353653,-1174236077526362460
1035402,00 03 51.4,-06 13 15,G,0,0.42,0.17,39.0,0,-9078031855907061579,-4600565664074290849
787137,00 03 51.4,-24 41 36,G,0,0.43,0.28,33.0,0,-1425104242830700362,6565348144854896125
901782,00 03 51.4,-16 09 09,G,0,0.43,0.16,88.0,0,5118020989383053587,-903531457677818778
87700,00 03 51.5,-36 00 09,G,0,0.0,0.0,0.0,0,-3772420357151965449,-5751080330922926163
811964,00 03 51.6,-22 35 09,G,0,0.39,0.12,172.0,0,1987030993787928481,-2243987581322382486
265,00 03 51.6,-50 46 00,G,Sbc,0.87,0.44,111.0,DRCG39-21,6390541952858903892,7797708239505378361
124827,00 03 51.7,-38 18 30,G,0,0.42,0.1,92.0,LCRSB000118.6-383512,-2030683933734521335,2187843457387726280
348924,00 03 51.7,-62 07 40,G,0,0.39,0.08,57.0,0,8725325480776693439,8708792135092423542
1284471,00 03 51.7,+05 30 15,G,0,0.82,0.25,39.0,0,-8813224617074047838,-316202691315031168
957628,00 03 51.8,-12 06 09,G,0,0.71,0.14,69.0,NPM1G-12.0003,6147468015576864247,50200862942266324
997617,00 03 51.8,-08 54 47,G,0,0.7,0.36,94.0,NPM1G-09.0002,3428649039443757877,7316757748982697603
398792,00 03 51.9,-56 36 17,G,0,0.41,0.21,73.0,0,-9075238484484740150,85391144841057304
1198950,00 03 52.0,+01 34 15,G,0,0.39,0.01,0.0,0,1231538066125252084,6647169144411143128
1640744,00 03 52.0,+21 00 29,G,0,0.36,0.0,0.0,0,-4019503765590577349,-854381414784401678
268,00 03 52.1,+30 16 43,G,0,0.55,0.05,0.0,KUG0001+30002         NPM1G+30.0003,75347996389141955,-2316061259044420055
2158791,00 03 52.1,+39 59 06,G,0,0.34,0.09,120.0,0,-1175869841183168981,-8742029321519050535
1982886,00 03 52.2,+32 09 10,G,0,0.42,0.04,0.0,0,-1856387790116628794,3743921985003342392
87702,00 03 52.3,-35 57 37,G,0,0.0,0.0,0.0,0,3910481702149323239,869064378414963750
1214921,00 03 52.3,+02 03 59,G,0,0.43,0.1,161.0,0,1850198923480789822,-6541086635791792251
2400673,00 03 52.3,+51 49 01,G,0,0.58,0.38,96.0,0,-6596889972277054947,-1458016240797012538
978718,00 03 52.5,-10 23 42,G,0,0.44,0.28,87.0,0,113042878442480741,3469101734729746613
334904,00 03 52.5,-63 11 04,G,0,0.46,0.26,48.0,0,3353828199417891723,2910591816559287967
73219,00 03 52.5,-49 52 10,G,SO,0.69,0.38,4.0,DRCG39-78,3046909836664354772,-68280254366579818
269,00 03 52.6,+18 14 43,G,0,0.53,0.21,121.0,KUG0001+179,2842271056975567323,-3821183480391826270
713057,00 03 52.6,-30 46 51,G,0,0.67,0.6,52.0,0,-2449406912297563764,6682271867009739945
2130155,00 03 52.7,+38 33 06,G,0,0.52,0.09,51.0,0,-6069579689886916713,-6417820766515534679
1775678,00 03 52.9,+26 25 25,G,0,0.45,0.22,112.0,0,8802278183365110818,-4039475317880746219
1214153,00 03 53.0,+02 02 34,G,0,0.54,0.18,132.0,0,-1534437019447252323,1323010338242131086
124341,00 03 53.1,-41 50 18,G,0,0.4,0.17,166.0,LCRSB000120.0-420701,3338260112990046771,-822347446258816329
3089933,00 03 53.3,+20 31 43,G,0,0.0,0.0,0.0,NPM1G+20.0002,-2889969486835436760,6491358807028169181
